character,true_emotion,sentence,predicted_emotion,tension_modifier,tension_idiom,tension_degree_head,tension_word_count,tension_score,raw_response,api_time,api_status
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,老師會一直在這裡支持你們，遇到問題我們一起想辦法。,信任,1,0,0,15,0.07,"情緒：信任
Modifier：1
Idiom：0
DegreeHead：0
WordCount：15  
Tension：0.07",0.9674811363220215,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,妳如果願意多說一點，老師會很願意聽，也不會責怪妳。,信任,2,0,2,18,0.33,"情緒：信任
Modifier：2
Idiom：0
DegreeHead：2
WordCount：18
Tension：0.33",1.3496556282043457,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,雖然這次考得不理想，但我知道你已經很努力了。,信任,1,0,1,13,0.31,"情緒：信任
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.31",2.3739449977874756,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,你們每次的小觀察都有進步，老師都看在眼裡。,信任,1,0,0,13,0.08,"情緒：信任
Modifier：1
Idiom：0
DegreeHead：0
WordCount：13  
Tension：0.08",2.3227648735046387,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,我們班的同學都有團隊精神，這次的報告我相信你們一定合作得很好。,信任,1,0,1,18,0.17,"情緒：信任
Modifier：1
Idiom：0
DegreeHead：1
WordCount：18  
Tension：0.17",1.6434171199798584,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,老師知道你不是故意忘記帶作業的，我相信你下次會記得。,信任,1,0,0,17,0.06,"情緒：信任
Modifier：1
Idiom：0
DegreeHead：0
WordCount：17  
Tension：0.06",0.9049639701843262,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,雖然結果不一定完美，但我相信你做的每個決定都是經過思考的。,信任,2,0,0,18,0.11,"情緒：信任
Modifier：2
Idiom：0
DegreeHead：0
WordCount：18  
Tension：0.11",1.9618158340454102,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,妳總是很細心，這次的實驗我完全放心交給妳主導。,信任,1,0,1,16,0.19,"情緒：信任
Modifier：1
Idiom：0
DegreeHead：1
WordCount：16  
Tension：0.19",1.2483241558074951,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,今天我們班全班交齊作業，第一次耶，我開心到請大家吃糖果！,喜悅,2,0,1,18,0.28,"情緒：喜悅
Modifier：2
Idiom：0
DegreeHead：1
WordCount：18  
Tension：0.28",1.3107497692108154,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,剛剛收到家長的感謝卡，說孩子變得愛學習了，真的超級有成就感。,喜悅,2,0,1,19,0.26,"情緒：喜悅
Modifier：2
Idiom：0
DegreeHead：1
WordCount：19
Tension：0.26",1.4841887950897217,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,小朋友在自然課做的環保小盆栽都活下來了，我真的好開心！,喜悅,1,0,1,17,0.24,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：1
WordCount：17  
Tension：0.24",1.4015898704528809,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,今天天氣好得不得了，下課還能跟孩子們在操場曬太陽。,喜悅,2,1,1,14,0.43,"情緒：喜悅
Modifier：2
Idiom：1
DegreeHead：1
WordCount：14  
Tension：0.43",1.1904609203338623,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,小志終於學會用顯微鏡了，看到他興奮的樣子我也忍不住笑了出來。,喜悅,2,0,0,18,0.11,"情緒：喜悅
Modifier：2
Idiom：0
DegreeHead：0
WordCount：18  
Tension：0.11",1.389967679977417,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,校務會議提前結束，終於可以早點回家泡杯茶，好幸福～,喜悅,2,0,1,16,0.38,"情緒：喜悅
Modifier：2
Idiom：0
DegreeHead：1
WordCount：16  
Tension：0.38",1.3243098258972168,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,剛剛小莉悄悄塞了張畫給我，說「謝謝老師陪我長大」，好暖心。,喜悅,1,0,0,21,0.05,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：0
WordCount：21  
Tension：0.05",2.275782823562622,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,我今天穿了學生送我的圍裙上課，大家還鼓掌說我好可愛，真開心。,喜悅,2,0,1,21,0.24,"情緒：喜悅
Modifier：2
Idiom：0
DegreeHead：1
WordCount：21  
Tension：0.24",1.2476780414581299,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,自己熬夜準備的自然課小遊戲，孩子們玩得好開心，真的值得。,喜悅,1,0,2,14,0.36,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：2
WordCount：14  
Tension：0.36",1.0435309410095215,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,聽到孩子們在背後討論說「老師講課都不會無聊」，我整天都笑咪咪的。,喜悅,1,0,0,18,0.06,"情緒：喜悅
Modifier：1
Idiom：0
DegreeHead：0
WordCount：18  
Tension：0.06",1.2518599033355713,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,下週我們要去植物園參觀，我已經開始想像你們看到真實蕨類植物時的反應了！,期待,2,0,1,22,0.23,"情緒：期待
Modifier：2
Idiom：0
DegreeHead：1
WordCount：22  
Tension：0.23",2.3718950748443604,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,明天的太陽能小車比賽，我真的很期待你們的作品上場。,期待,1,0,1,16,0.19,"情緒：期待
Modifier：1
Idiom：0
DegreeHead：1
WordCount：16  
Tension：0.19",1.1440038681030273,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,我好希望這次大家都能勇敢舉手發問，讓課堂更熱鬧一點。,期待,2,0,1,18,0.28,"情緒：期待
Modifier：2
Idiom：0
DegreeHead：1
WordCount：18  
Tension：0.28",1.478982925415039,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,妳上次畫的科學手抄報那麼漂亮，我很期待這次的成品！,期待,1,0,1,18,0.17,"情緒：期待
Modifier：1
Idiom：0
DegreeHead：1
WordCount：18  
Tension：0.17",2.1175081729888916,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,一想到你們下學期就要開始接觸天文單元，我就覺得好興奮。,期待,1,0,1,17,0.18,"情緒：期待
Modifier：1
Idiom：0
DegreeHead：1
WordCount：17  
Tension：0.18",1.9991638660430908,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,這次如果天氣好，我們就可以在戶外做實驗了，希望別下雨。,期待,1,0,0,16,0.06,"情緒：期待
Modifier：1
Idiom：0
DegreeHead：0
WordCount：16  
Tension：0.06",1.1349220275878906,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,妳最近這麼用功，我相信這次成果發表會表現得很棒。,信任,2,0,1,18,0.28,"情緒：信任
Modifier：2
Idiom：0
DegreeHead：1
WordCount：18  
Tension：0.28",2.2722721099853516,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,我們這週要開始孵小雞了，老師也跟你們一樣期待牠們破殼的樣子。,期待,1,0,1,19,0.16,"情緒：期待
Modifier：1
Idiom：0
DegreeHead：1
WordCount：19  
Tension：0.16",2.9886600971221924,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,每次你們的小組報告，我都會很期待看你們如何創意呈現。,期待,2,0,1,15,0.27,"情緒：期待
Modifier：2
Idiom：0
DegreeHead：1
WordCount：15  
Tension：0.27",2.6721673011779785,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,學期快結束了，我已經開始期待你們畢業時寫給老師的小卡片了。,期待,1,0,1,17,0.18,"情緒：期待
Modifier：1
Idiom：0
DegreeHead：1
WordCount：17  
Tension：0.18",1.335165023803711,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,我擔心你們太匆忙操作，萬一燒杯打破了會受傷。,恐懼,1,0,1,13,0.31,"情緒：恐懼
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.31",1.19389009475708,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,剛剛地震的時候，我真的很怕你們還在教室裡。,恐懼,1,0,1,14,0.21,"情緒：恐懼
Modifier：1
Idiom：0
DegreeHead：1
WordCount：14  
Tension：0.21",1.1060028076171875,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,每次看到你這樣獨自一個人不說話，我會擔心你是不是遇到什麼困難。,信任,1,0,0,20,0.05,"情緒：信任
Modifier：1
Idiom：0
DegreeHead：0
WordCount：20  
Tension：0.05",1.7378830909729004,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,有時候我會害怕自己沒教好，耽誤了你們的學習。,恐懼,1,0,0,13,0.08,"情緒：恐懼
Modifier：1
Idiom：0
DegreeHead：0
WordCount：13
Tension：0.08",0.9590487480163574,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,天氣這麼熱，做戶外實驗我怕你們中暑。,恐懼,1,0,1,11,0.36,"情緒：恐懼
Modifier：1
Idiom：0
DegreeHead：1
WordCount：11  
Tension：0.36",0.9622151851654053,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,妳最近常常請假，老師有點擔心妳的身體是不是出了什麼狀況。,信任,1,0,1,17,0.18,"情緒：信任
Modifier：1
Idiom：0
DegreeHead：1
WordCount：17  
Tension：0.18",1.0880770683288574,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,如果實驗出現失誤，我擔心會讓你們對科學失去興趣。,恐懼,1,0,0,14,0.07,"情緒：恐懼
Modifier：1
Idiom：0
DegreeHead：0
WordCount：14  
Tension：0.07",1.274749994277954,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,學校附近最近交通事故多，我每天都很怕你們上下學的安全。,恐懼,2,0,1,15,0.33,"情緒：恐懼
Modifier：2
Idiom：0
DegreeHead：1
WordCount：15  
Tension：0.33",1.1299490928649902,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,妳說妳想一個人待著，老師有點擔心妳的情緒是不是出了問題。,擔心,2,0,0,19,0.11,"情緒：擔心
Modifier：2
Idiom：0
DegreeHead：0
WordCount：19  
Tension：0.11",2.524303674697876,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,有時候夜深人靜時，我會想：萬一我不再當老師了，還能陪著你們嗎？,悲傷,0,0,0,21,0.0,"情緒：悲傷
Modifier：0
Idiom：0
DegreeHead：0
WordCount：21  
Tension：0.00",1.2468371391296387,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,老是有家長臨時丟訊息要改接送，完全沒在考慮老師的困擾。,憤怒,2,0,1,17,0.29,"情緒：憤怒
Modifier：2
Idiom：0
DegreeHead：1
WordCount：17  
Tension：0.29",2.421297073364258,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,有些孩子在教室亂丟垃圾，看了真的很倒胃口。,厭惡,2,0,1,13,0.38,"情緒：厭惡
Modifier：2
Idiom：0
DegreeHead：1
WordCount：13
Tension：0.38",2.124394178390503,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,學校行政有些規定不合邏輯，每次都讓我們現場老師收爛攤子。,憤怒,2,1,0,14,0.36,"情緒：憤怒
Modifier：2
Idiom：1
DegreeHead：0
WordCount：14  
Tension：0.36",1.2567377090454102,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,午餐的魚一打開就是腥味，吃第一口就不想吃了。,厭惡,1,0,0,15,0.07,"情緒：厭惡
Modifier：1
Idiom：0
DegreeHead：0
WordCount：15  
Tension：0.07",1.0324227809906006,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,每次課後會議開得又久又沒重點，真是浪費大家時間。,厭惡,2,0,1,13,0.38,"情緒：厭惡
Modifier：2
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.38",0.9769999980926514,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,學生抄答案還敢說是「互相幫忙」，這什麼歪理？,憤怒,1,0,0,13,0.08,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：0
WordCount：13
Tension：0.08",1.1149013042449951,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,教室冷氣壞了三天，維修人員還一副事不關己的樣子，真的受不了。,憤怒,2,0,1,18,0.28,"情緒：憤怒
Modifier：2
Idiom：0
DegreeHead：1
WordCount：18  
Tension：0.28",1.8559510707855225,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,有些老師上課完全不控場，吵到隔壁班，我們還得收拾善後。,憤怒,2,1,0,18,0.28,"情緒：憤怒
Modifier：2
Idiom：1
DegreeHead：0
WordCount：18  
Tension：0.28",1.249398946762085,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,小考有人作弊還裝無辜，那副嘴臉真的讓人氣到不行。,憤怒,2,0,1,16,0.31,"情緒：憤怒
Modifier：2
Idiom：0
DegreeHead：1
WordCount：16  
Tension：0.31",1.1886022090911865,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,明明跟校方反映過教具不夠，結果還是什麼都沒處理。,憤怒,1,0,0,15,0.07,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：0
WordCount：15  
Tension：0.07",1.1015057563781738,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,今晚風好大，外面淋雨還是要送，心裡真的覺得挺難過的。,悲傷,2,0,1,17,0.29,"情緒：悲傷
Modifier：2
Idiom：0
DegreeHead：1
WordCount：17  
Tension：0.29",1.9769856929779053,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,有客人給差評，我都不知道哪裡做錯了，心裡怪怪的。,悲傷,1,0,0,17,0.06,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：0
WordCount：17
Tension：0.06",1.8500590324401855,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,看到那條街以前常來的攤位沒了，感覺這城市越來越冷清了。,悲傷,2,0,1,15,0.33,"情緒：悲傷
Modifier：2
Idiom：0
DegreeHead：1
WordCount：15  
Tension：0.33",1.0352509021759033,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,工作這麼累，有時候也會想家裡，但又不能停下來。,悲傷,1,0,1,16,0.19,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：1
WordCount：16  
Tension：0.19",0.9103250503540039,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,今天路上撞見老同學，他說他現在過得比我好，心裡不是滋味。,悲傷,0,1,0,18,0.06,"情緒：悲傷
Modifier：0
Idiom：1
DegreeHead：0
WordCount：18  
Tension：0.06",1.123392105102539,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,小孩子對我笑了，但我知道自己沒法給他什麼真正的幫助。,悲傷,1,0,0,15,0.07,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：0
WordCount：15  
Tension：0.07",1.3039679527282715,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,看到別人聚在一起吃飯聊天，我卻孤單騎著車，好難過。,PARSE_ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,5.02118706703186,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,手機沒電，訂單又來了，真想趕快結束這一天。,悲傷,1,0,1,12,0.25,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：1
WordCount：12  
Tension：0.25",1.1811082363128662,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,老闆又說我們工作效率不夠，心裡有點鬱悶。,悲傷,1,0,1,12,0.25,"情緒：悲傷
Modifier：1
Idiom：0
DegreeHead：1
WordCount：12  
Tension：0.25",1.0131168365478516,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,今天接到一個特別冷漠的訂單，連聲謝謝都沒有，讓我心情很差。,悲傷,2,0,1,18,0.28,"情緒：悲傷
Modifier：2
Idiom：0
DegreeHead：1
WordCount：18  
Tension：0.28",1.3302736282348633,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,這些客人訂了又改，害我繞來繞去，真是氣炸！,憤怒,1,0,1,13,0.31,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：1
WordCount：13  
Tension：0.31",2.2146213054656982,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,天啊，明明我提早到，店家卻說餐還沒做好，搞什麼嘛！,憤怒,2,0,0,18,0.11,"情緒：憤怒
Modifier：2
Idiom：0
DegreeHead：0
WordCount：18  
Tension：0.11",0.9631600379943848,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,遇到塞車根本受不了，這城市到底有沒有交通規劃啊？,憤怒,2,0,1,15,0.33,"情緒：憤怒
Modifier：2
Idiom：0
DegreeHead：1
WordCount：15  
Tension：0.33",0.9054439067840576,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,有些人明明訂外送，結果又自己跑去拿，害我白跑一趟！,憤怒,1,0,0,19,0.05,"情緒：憤怒
Modifier：1
Idiom：0
DegreeHead：0
WordCount：19  
Tension：0.05",1.2670669555664062,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,客人態度差還不說謝謝，送餐都變成忍功大考驗。,厭惡,1,1,0,14,0.14,"情緒：厭惡
Modifier：1
Idiom：1
DegreeHead：0
WordCount：14  
Tension：0.14",1.1343698501586914,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,老闆說我們要快送，但路上這麼亂，根本不可能！,憤怒,2,0,1,15,0.33,"情緒：憤怒
Modifier：2
Idiom：0
DegreeHead：1
WordCount：15  
Tension：0.33",1.6672990322113037,200
