character,true_emotion,sentence,predicted_emotion,intensity_level,raw_response,api_time,api_status
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,原來學校後面那棵樹是台灣原生種！教了這麼多年我居然沒發現。,驚奇,Medium,"情緒：驚奇
強度：Medium",0.7609291076660156,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,今天午餐的便當居然有水果！第一次看到營養午餐有這麼用心的設計。,驚奇,Medium,"情緒：驚奇
強度：Medium",0.899183988571167,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,有個孩子用廢紙做了一個太陽能烤箱，我真的是又驚又喜！,驚奇,High,"情緒：驚奇
強度：High",0.9218969345092773,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,下課時突然有家長來送手工餅乾給我，說孩子變得喜歡學習了，好感動也好意外。,驚奇,Medium,"情緒：驚奇
強度：Medium",1.8141169548034668,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,我相信你們每個人都有能力理解這個實驗的原理，只要願意多花點時間。,信任,Low,"情緒：信任
強度：Low",0.7840969562530518,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,小傑，我知道你最近有點分心，但我相信你會找回學習的節奏。,信任,Low,"情緒：信任
強度：Low",0.8465449810028076,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,老師會一直在這裡支持你們，遇到問題我們一起想辦法。,信任,Low,"情緒：信任
強度：Low",0.8220820426940918,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,妳如果願意多說一點，老師會很願意聽，也不會責怪妳。,信任,Low,"情緒：信任
強度：Low",0.8973827362060547,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,雖然這次考得不理想，但我知道你已經很努力了。,信任,Low,"情緒：信任
強度：Low",0.8897919654846191,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,你們每次的小觀察都有進步，老師都看在眼裡。,信任,Low,"情緒：信任
強度：Low",0.7348370552062988,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,我們班的同學都有團隊精神，這次的報告我相信你們一定合作得很好。,信任,Low,"情緒：信任
強度：Low",0.6987428665161133,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,老師知道你不是故意忘記帶作業的，我相信你下次會記得。,信任,Low,"情緒：信任
強度：Low",0.9866151809692383,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,雖然結果不一定完美，但我相信你做的每個決定都是經過思考的。,信任,Low,"情緒：信任
強度：Low",0.8368349075317383,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,妳總是很細心，這次的實驗我完全放心交給妳主導。,信任,Low,"情緒：信任
強度：Low",1.6098661422729492,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,今天我們班全班交齊作業，第一次耶，我開心到請大家吃糖果！,喜悅,High,"情緒：喜悅
強度：High",1.9023711681365967,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,剛剛收到家長的感謝卡，說孩子變得愛學習了，真的超級有成就感。,喜悅,Medium,"情緒：喜悅
強度：Medium",1.0414347648620605,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,小朋友在自然課做的環保小盆栽都活下來了，我真的好開心！,喜悅,Medium,"情緒：喜悅
強度：Medium",1.8659822940826416,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,今天天氣好得不得了，下課還能跟孩子們在操場曬太陽。,喜悅,Medium,"情緒：喜悅
強度：Medium",1.0449941158294678,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,小志終於學會用顯微鏡了，看到他興奮的樣子我也忍不住笑了出來。,喜悅,Medium,"情緒：喜悅
強度：Medium",0.8692288398742676,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,校務會議提前結束，終於可以早點回家泡杯茶，好幸福～,喜悅,Low,"情緒：喜悅
強度：Low",1.1189918518066406,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,剛剛小莉悄悄塞了張畫給我，說「謝謝老師陪我長大」，好暖心。,喜悅,Low,"情緒：喜悅
強度：Low",0.7347168922424316,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,我今天穿了學生送我的圍裙上課，大家還鼓掌說我好可愛，真開心。,喜悅,Medium,"情緒：喜悅
強度：Medium",0.6935710906982422,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,自己熬夜準備的自然課小遊戲，孩子們玩得好開心，真的值得。,喜悅,Medium,"情緒：喜悅
強度：Medium",0.8197240829467773,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,聽到孩子們在背後討論說「老師講課都不會無聊」，我整天都笑咪咪的。,喜悅,Low,"情緒：喜悅
強度：Low",1.0470929145812988,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,下週我們要去植物園參觀，我已經開始想像你們看到真實蕨類植物時的反應了！,期待,Low,"情緒：期待
強度：Low",0.8961360454559326,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,明天的太陽能小車比賽，我真的很期待你們的作品上場。,期待,Medium,"情緒：期待
強度：Medium",1.6490910053253174,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,我好希望這次大家都能勇敢舉手發問，讓課堂更熱鬧一點。,期待,Medium,"情緒：期待
強度：Medium",0.9495980739593506,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,妳上次畫的科學手抄報那麼漂亮，我很期待這次的成品！,期待,Medium,"情緒：期待
強度：Medium",0.921558141708374,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,一想到你們下學期就要開始接觸天文單元，我就覺得好興奮。,期待,Medium,"情緒：期待
強度：Medium",0.8598389625549316,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,這次如果天氣好，我們就可以在戶外做實驗了，希望別下雨。,期待,Low,"情緒：期待
強度：Low",0.8075911998748779,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,妳最近這麼用功，我相信這次成果發表會表現得很棒。,信任,Low,"情緒：信任
強度：Low",0.7652051448822021,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,我們這週要開始孵小雞了，老師也跟你們一樣期待牠們破殼的樣子。,期待,Low,"情緒：期待
強度：Low",0.7376101016998291,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,每次你們的小組報告，我都會很期待看你們如何創意呈現。,期待,Low,"情緒：期待
強度：Low",2.0658648014068604,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,學期快結束了，我已經開始期待你們畢業時寫給老師的小卡片了。,期待,Low,"情緒：期待
強度：Low",0.777742862701416,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,我擔心你們太匆忙操作，萬一燒杯打破了會受傷。,恐懼,Low,"情緒：恐懼
強度：Low",0.7924091815948486,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,剛剛地震的時候，我真的很怕你們還在教室裡。,恐懼,Medium,"情緒：恐懼
強度：Medium",0.6911196708679199,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,每次看到你這樣獨自一個人不說話，我會擔心你是不是遇到什麼困難。,信任,Low,"情緒：信任
強度：Low",0.7202179431915283,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,有時候我會害怕自己沒教好，耽誤了你們的學習。,恐懼,Low,"情緒：恐懼
強度：Low",0.7022581100463867,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,天氣這麼熱，做戶外實驗我怕你們中暑。,恐懼,Medium,"情緒：恐懼
強度：Medium",1.208709955215454,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,妳最近常常請假，老師有點擔心妳的身體是不是出了什麼狀況。,信任,Low,"情緒：信任
強度：Low",1.1215598583221436,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,如果實驗出現失誤，我擔心會讓你們對科學失去興趣。,恐懼,Low,"情緒：恐懼
強度：Low",1.135246992111206,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,學校附近最近交通事故多，我每天都很怕你們上下學的安全。,恐懼,Medium,"情緒：恐懼
強度：Medium",0.8120830059051514,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,妳說妳想一個人待著，老師有點擔心妳的情緒是不是出了問題。,信任,Low,"情緒：信任
強度：Low",0.7726638317108154,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,有時候夜深人靜時，我會想：萬一我不再當老師了，還能陪著你們嗎？,悲傷,Low,"情緒：悲傷
強度：Low",2.4364607334136963,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,老是有家長臨時丟訊息要改接送，完全沒在考慮老師的困擾。,憤怒,Medium,"情緒：憤怒
強度：Medium",2.2707459926605225,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,有些孩子在教室亂丟垃圾，看了真的很倒胃口。,厭惡,Medium,"情緒：厭惡
強度：Medium",1.3528599739074707,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,學校行政有些規定不合邏輯，每次都讓我們現場老師收爛攤子。,憤怒,Medium,"情緒：憤怒
強度：Medium",0.9384868144989014,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,午餐的魚一打開就是腥味，吃第一口就不想吃了。,厭惡,Medium,"情緒：厭惡
強度：Medium",1.2606539726257324,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,每次課後會議開得又久又沒重點，真是浪費大家時間。,厭惡,Medium,"情緒：厭惡
強度：Medium",1.2591700553894043,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,學生抄答案還敢說是「互相幫忙」，這什麼歪理？,憤怒,High,"情緒：憤怒
強度：High",0.7263062000274658,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,教室冷氣壞了三天，維修人員還一副事不關己的樣子，真的受不了。,憤怒,High,"情緒：憤怒
強度：High",0.7212321758270264,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,有些老師上課完全不控場，吵到隔壁班，我們還得收拾善後。,憤怒,Medium,"情緒：憤怒
強度：Medium",2.281953811645508,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,小考有人作弊還裝無辜，那副嘴臉真的讓人氣到不行。,憤怒,High,"情緒：憤怒
強度：High",1.7504379749298096,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,明明跟校方反映過教具不夠，結果還是什麼都沒處理。,憤怒,Medium,"情緒：憤怒
強度：Medium",2.142759084701538,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,今晚風好大，外面淋雨還是要送，心裡真的覺得挺難過的。,悲傷,Medium,"情緒：悲傷
強度：Medium",3.3256118297576904,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,有客人給差評，我都不知道哪裡做錯了，心裡怪怪的。,悲傷,Low,"情緒：悲傷
強度：Low",0.8319089412689209,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,看到那條街以前常來的攤位沒了，感覺這城市越來越冷清了。,悲傷,Low,"情緒：悲傷
強度：Low",1.297698736190796,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,工作這麼累，有時候也會想家裡，但又不能停下來。,悲傷,Medium,"情緒：悲傷
強度：Medium",0.9057438373565674,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,今天路上撞見老同學，他說他現在過得比我好，心裡不是滋味。,嫉妒（期待、厭惡、悲傷三者之間，最接近的是悲傷）,Low,"情緒：嫉妒（期待、厭惡、悲傷三者之間，最接近的是悲傷）
強度：Low",2.887515068054199,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,小孩子對我笑了，但我知道自己沒法給他什麼真正的幫助。,悲傷,Low,"情緒：悲傷
強度：Low",1.6444098949432373,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,看到別人聚在一起吃飯聊天，我卻孤單騎著車，好難過。,悲傷,Medium,"情緒：悲傷
強度：Medium",1.368945837020874,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,手機沒電，訂單又來了，真想趕快結束這一天。,悲傷,Medium,"情緒：悲傷
強度：Medium",0.7383391857147217,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,老闆又說我們工作效率不夠，心裡有點鬱悶。,悲傷,Low,"情緒：悲傷
強度：Low",3.0678117275238037,200
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,今天接到一個特別冷漠的訂單，連聲謝謝都沒有，讓我心情很差。,厭惡,Medium,"情緒：厭惡
強度：Medium",0.8475568294525146,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,這些客人訂了又改，害我繞來繞去，真是氣炸！,憤怒,High,"情緒：憤怒
強度：High",1.8576478958129883,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,天啊，明明我提早到，店家卻說餐還沒做好，搞什麼嘛！,憤怒,High,"情緒：憤怒
強度：High",1.154735803604126,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,遇到塞車根本受不了，這城市到底有沒有交通規劃啊？,憤怒,High,"情緒：憤怒
強度：High",0.8060832023620605,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,有些人明明訂外送，結果又自己跑去拿，害我白跑一趟！,憤怒,Medium,"情緒：憤怒
強度：Medium",2.035813093185425,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,客人態度差還不說謝謝，送餐都變成忍功大考驗。,憤怒,Medium,"情緒：憤怒
強度：Medium",0.8946511745452881,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,老闆說我們要快送，但路上這麼亂，根本不可能！,憤怒,Medium,"情緒：憤怒
強度：Medium",1.4553630352020264,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,有人點錯餐還硬要改，害我送到一半又得回去，真想爆粗口。,憤怒,High,"情緒：憤怒
強度：High",0.838655948638916,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,天氣熱到爆炸，外面騎車像在烤箱裡，我已經快炸了！,厭惡,High,"情緒：厭惡
強度：High",1.3485381603240967,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,這個月獎金又被扣，什麼理由我都聽爛了，氣死人！,憤怒,High,"情緒：憤怒
強度：High",1.7629039287567139,200
阿輝（男性，29歲，外送員，樂觀直率）,憤怒,看到路邊違停的車佔我路，真想下去拆輪胎。,憤怒,High,"情緒：憤怒
強度：High",3.4968960285186768,200
阿輝（男性，29歲，外送員，樂觀直率）,驚奇,居然有人送餐時還會跟我說「辛苦了」，真是太暖心了！,喜悅,Medium,"情緒：喜悅
強度：Medium",0.9964683055877686,200
阿輝（男性，29歲，外送員，樂觀直率）,驚奇,今天遇到一台超級帥的摩托車，騎起來感覺也爽。,喜悅,Medium,"情緒：喜悅
強度：Medium",0.9032528400421143,200
阿輝（男性，29歲，外送員，樂觀直率）,驚奇,剛剛那家餐廳的料理居然比想像中好吃，嚇我一跳。,驚奇,Medium,"情緒：驚奇
強度：Medium",1.840132713317871,200
阿輝（男性，29歲，外送員，樂觀直率）,驚奇,客人竟然給了我小費，這種事真是不常見欸！,驚奇,Medium,"情緒：驚奇
強度：Medium",1.0333099365234375,200
阿輝（男性，29歲，外送員，樂觀直率）,驚奇,今天路上碰到個老朋友，真沒想到我們還能這麼巧遇。,驚奇,Low,"情緒：驚奇
強度：Low",0.748837947845459,200
阿輝（男性，29歲，外送員，樂觀直率）,驚奇,看到小朋友送我一個笑容，瞬間整天心情都好起來了。,喜悅,Medium,"情緒：喜悅
強度：Medium",0.7600982189178467,200
阿輝（男性，29歲，外送員，樂觀直率）,驚奇,天氣這麼熱，居然還有人穿羽絨外套，太誇張了吧！,驚奇,Medium,"情緒：驚奇
強度：Medium",1.019932746887207,200
阿輝（男性，29歲，外送員，樂觀直率）,驚奇,店家突然多給我一份餐點，真的是太佛心了。,喜悅,Medium,"情緒：喜悅
強度：Medium",2.303043842315674,200
阿輝（男性，29歲，外送員，樂觀直率）,驚奇,今天訂單超多，居然都能準時送達，自己也佩服。,驚奇,Medium,"情緒：驚奇
強度：Medium",0.8051059246063232,200
阿輝（男性，29歲，外送員，樂觀直率）,驚奇,這城市竟然有這麼多漂亮的街景，以前從沒注意過。,驚奇,Low,"情緒：驚奇
強度：Low",1.8218920230865479,200
阿輝（男性，29歲，外送員，樂觀直率）,信任,放心啦，我一定準時把餐送到，不會讓你等太久的。,信任,Low,"情緒：信任
強度：Low",0.6490392684936523,200
阿輝（男性，29歲，外送員，樂觀直率）,信任,我相信只要認真跑，哪天我也能靠這份工作存到頭期款。,信任,Low,"情緒：信任
強度：Low",2.367337942123413,200
阿輝（男性，29歲，外送員，樂觀直率）,信任,老闆你先給我機會試跑一天，我會讓你看到我做事的態度。,期待,Medium,"情緒：期待
強度：Medium",0.7193601131439209,200
阿輝（男性，29歲，外送員，樂觀直率）,信任,跟著導航走，基本上都不會迷路啦，我信這系統。,信任,Low,"情緒：信任
強度：Low",2.2579548358917236,200
阿輝（男性，29歲，外送員，樂觀直率）,信任,你說你是第一次用這平台？沒關係，我教你，很簡單啦。,信任,Low,"情緒：信任
強度：Low",1.111422061920166,200
阿輝（男性，29歲，外送員，樂觀直率）,信任,我相信你不是故意打錯地址，我們都有出錯的時候。,信任,Low,"情緒：信任
強度：Low",0.7444031238555908,200
阿輝（男性，29歲，外送員，樂觀直率）,信任,只要客人願意等，我一定拼命趕過去送到。,信任,Medium,"情緒：信任
強度：Medium",0.8679718971252441,200
阿輝（男性，29歲，外送員，樂觀直率）,信任,我以前也遇過很多困難，但我相信努力總會有回報。,信任,Low,"情緒：信任
強度：Low",0.7049789428710938,200
阿輝（男性，29歲，外送員，樂觀直率）,信任,兄弟你別擔心，我說幫你cover今天就一定做到。,信任,Medium,"情緒：信任
強度：Medium",0.9763648509979248,200
阿輝（男性，29歲，外送員，樂觀直率）,信任,公司雖然嚴格一點，但我信他們不會亂扣錢。,信任,Low,"情緒：信任
強度：Low",1.2068088054656982,200
阿輝（男性，29歲，外送員，樂觀直率）,喜悅,今天送單特別順利，感覺一整天都超開心！,喜悅,High,"情緒：喜悅
強度：High",1.5109879970550537,200
阿輝（男性，29歲，外送員，樂觀直率）,喜悅,客人說「謝謝你」那刻，真的是一種幸福感。,喜悅,Low,"情緒：喜悅
強度：Low",0.6771800518035889,200
阿輝（男性，29歲，外送員，樂觀直率）,喜悅,下午休息時吃到一碗超好吃的冰，好爽！,喜悅,Medium,"情緒：喜悅
強度：Medium",0.9785830974578857,200
阿輝（男性，29歲，外送員，樂觀直率）,喜悅,今天碰到陽光大好，騎車心情都特別輕鬆。,喜悅,Low,"情緒：喜悅
強度：Low",1.109950065612793,200
阿輝（男性，29歲，外送員，樂觀直率）,喜悅,跟同事一起吃便當，聊聊天，笑得很開心。,喜悅,Medium,"情緒：喜悅
強度：Medium",2.810128688812256,200
阿輝（男性，29歲，外送員，樂觀直率）,喜悅,接到熟客訂單，感覺像老朋友一樣。,信任,Low,"情緒：信任
強度：Low",4.4960877895355225,200
阿輝（男性，29歲，外送員，樂觀直率）,喜悅,路上看到小狗搖尾巴，心都被融化了。,喜悅,Medium,"情緒：喜悅
強度：Medium",2.624993085861206,200
阿輝（男性，29歲，外送員，樂觀直率）,喜悅,今天訂單多，賺得也多，真是開心的一天。,喜悅,Medium,"情緒：喜悅
強度：Medium",2.138620138168335,200
阿輝（男性，29歲，外送員，樂觀直率）,喜悅,新買的安全帽戴起來超帥，心情大好。,喜悅,Medium,"情緒：喜悅
強度：Medium",1.4740021228790283,200
阿輝（男性，29歲，外送員，樂觀直率）,喜悅,下班後約朋友聚餐，期待放鬆的時光。,期待,Low,"情緒：期待
強度：Low",0.7663509845733643,200
阿輝（男性，29歲，外送員，樂觀直率）,期待,明天天氣好，我應該可以跑滿十單，期待啦！,期待,Medium,"情緒：期待
強度：Medium",0.7721421718597412,200
阿輝（男性，29歲，外送員，樂觀直率）,期待,今天新開的飲料店開始合作了，我超期待第一單！,期待,High,"情緒：期待
強度：High",1.7480449676513672,200
阿輝（男性，29歲，外送員，樂觀直率）,期待,月底的獎金快到了，希望能再衝個幾趟多領點。,期待,Medium,"情緒：期待
強度：Medium",0.7469828128814697,200
阿輝（男性，29歲，外送員，樂觀直率）,期待,我最期待的就是跑完一整天之後喝冰奶茶的那一刻。,期待,Medium,"情緒：期待
強度：Medium",1.860602855682373,200
阿輝（男性，29歲，外送員，樂觀直率）,期待,如果有機會進公司內部，我也想試試看當區長。,期待,Low,"情緒：期待
強度：Low",0.8045580387115479,200
阿輝（男性，29歲，外送員，樂觀直率）,期待,聽說新的導航系統比較聰明，我等不及想試試。,期待,Medium,"情緒：期待
強度：Medium",0.8219761848449707,200
阿輝（男性，29歲，外送員，樂觀直率）,期待,客人如果給個五星好評，我一天心情都會很好，期待中！,期待,Medium,"情緒：期待
強度：Medium",1.3922910690307617,200
阿輝（男性，29歲，外送員，樂觀直率）,期待,今天客人訂的全是炸雞薯條，我自己看了都流口水。,期待,Low,"情緒：期待
強度：Low",0.661078691482544,200
阿輝（男性，29歲，外送員，樂觀直率）,期待,我約了老朋友週末吃火鍋，好久沒見了超期待。,期待,Medium,"情緒：期待
強度：Medium",0.6905760765075684,200
阿輝（男性，29歲，外送員，樂觀直率）,期待,年底我打算休幾天回家，最期待跟爸媽一起吃年夜飯。,期待,Low,"情緒：期待
強度：Low",2.2136290073394775,200
阿輝（男性，29歲，外送員，樂觀直率）,恐懼,剛剛差點被右轉車撞到，我真的有點嚇到了。,恐懼,Medium,"情緒：恐懼
強度：Medium",0.830176830291748,200
阿輝（男性，29歲，外送員，樂觀直率）,恐懼,這麼大的雨，我怕機車煞不住會滑倒。,恐懼,Medium,"情緒：恐懼
強度：Medium",0.9019622802734375,200
