character,true_emotion,sentence,predicted_emotion,emotion_raw_response,emotion_time,emotion_status,tension_modifier,tension_idiom,tension_degree_head,tension_word_count,tension_score,tension_raw_response,tension_time,tension_status,total_time
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,今天看到有人在黑板上亂畫，還說是「藝術」，根本不尊重教室環境！,憤怒,情緒：憤怒,0.7740600109100342,200,3,0,1,18,0.28,"Modifier：3
Idiom：0
DegreeHead：1
WordCount：18
Tension：0.28",0.9729421138763428,200,1.747002124786377
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,我講了一整週的科展規則，還是有學生交白卷，真的氣又無奈。,憤怒,情緒：憤怒,0.7928831577301025,200,2,0,1,18,0.22,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：18
Tension：0.22",0.9559159278869629,200,1.7487990856170654
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,小華媽媽又遲到了快一小時來接人，孩子都快哭出來了，她好像完全不在意。,憤怒,情緒：憤怒,0.8608808517456055,200,2,0,3,19,0.42,"Modifier：2
Idiom：0
DegreeHead：3
WordCount：19
Tension：0.42",0.8626542091369629,200,1.7235350608825684
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,教育部又下新指令，沒提前說，逼老師們臨時加班，誰來體諒我們？,憤怒,情緒：憤怒,0.996392011642456,200,2,0,0,19,0.11,"Modifier：2
Idiom：0
DegreeHead：0
WordCount：19
Tension：0.11",0.9534621238708496,200,1.9498541355133057
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,批改考卷發現好幾題一模一樣，學生說沒抄，當我是笨蛋嗎？,憤怒,情緒：憤怒,1.1106817722320557,200,0,1,1,16,0.25,"Modifier：0
Idiom：1
DegreeHead：1
WordCount：16
Tension：0.25",1.1186540126800537,200,2.2293357849121094
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,有人說「老師就只是個拿固定薪水的」，這種話真的很刺耳！,憤怒,情緒：憤怒,0.6892249584197998,200,1,0,1,12,0.25,"Modifier：1
Idiom：0
DegreeHead：1
WordCount：12
Tension：0.25",1.1131880283355713,200,1.802412986755371
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,哇！我真的沒想到小君居然會主動幫同學收作業，以前他可是最愛賴皮的呢！,驚奇,情緒：驚奇,1.4509491920471191,200,2,0,2,21,0.19,"Modifier：2
Idiom：0
DegreeHead：2
WordCount：21
Tension：0.19",1.2192552089691162,200,2.6702044010162354
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,今天午休走進教室，居然看到孩子們自己在靜靜看書，我差點以為走錯班。,驚奇,情緒：驚奇,0.9596860408782959,200,3,0,0,21,0.14,"Modifier：3
Idiom：0
DegreeHead：0
WordCount：21
Tension：0.14",1.0335850715637207,200,1.9932711124420166
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,校長竟然說要讓我們老師決定課表順序？第一次聽到這種開放政策耶！,驚奇,情緒：驚奇,1.4542312622070312,200,2,0,1,18,0.22,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：18
Tension：0.22",0.9212141036987305,200,2.3754453659057617
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,小志居然寫了整整三頁自然觀察日誌，我以為他只會畫火柴人呢！,驚奇,情緒：驚奇,0.7489001750946045,200,0,0,0,19,0.0,"Modifier：0
Idiom：0
DegreeHead：0
WordCount：19
Tension：0.00",0.9196527004241943,200,1.6685528755187988
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,剛剛回家看到先生洗好碗還拖了地，差點以為我在作夢！,驚奇,情緒：驚奇,0.8301658630371094,200,2,1,1,16,0.31,"Modifier：2
Idiom：1
DegreeHead：1
WordCount：16
Tension：0.31",0.9663741588592529,200,1.7965400218963623
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,我學生在自然科比賽拿了全國第三名，天啊我真的快哭了！,喜悅,情緒：喜悅,0.9126899242401123,200,1,0,2,16,0.31,"Modifier：1
Idiom：0
DegreeHead：2
WordCount：16
Tension：0.31",0.8689470291137695,200,1.7816369533538818
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,原來學校後面那棵樹是台灣原生種！教了這麼多年我居然沒發現。,驚奇,情緒：驚奇,0.9488170146942139,200,2,0,1,17,0.24,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：17
Tension：0.24",0.8105428218841553,200,1.7593598365783691
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,今天午餐的便當居然有水果！第一次看到營養午餐有這麼用心的設計。,驚奇,情緒：驚奇,0.776634931564331,200,2,0,1,19,0.21,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：19
Tension：0.21",0.9236550331115723,200,1.7002899646759033
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,有個孩子用廢紙做了一個太陽能烤箱，我真的是又驚又喜！,驚奇,情緒：驚奇,0.7397370338439941,200,2,0,1,15,0.27,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：15
Tension：0.27",0.9658071994781494,200,1.7055442333221436
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,下課時突然有家長來送手工餅乾給我，說孩子變得喜歡學習了，好感動也好意外。,喜悅,情緒：喜悅,0.8658478260040283,200,4,0,2,22,0.36,"Modifier：4
Idiom：0
DegreeHead：2
WordCount：22
Tension：0.36",1.0029709339141846,200,1.868818759918213
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,我相信你們每個人都有能力理解這個實驗的原理，只要願意多花點時間。,信任,情緒：信任,0.8366658687591553,200,2,0,1,18,0.22,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：18
Tension：0.22",1.0333890914916992,200,1.8700549602508545
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,小傑，我知道你最近有點分心，但我相信你會找回學習的節奏。,信任,情緒：信任,0.8377318382263184,200,1,0,1,19,0.16,"Modifier：1
Idiom：0
DegreeHead：1
WordCount：19
Tension：0.16",1.0340862274169922,200,1.8718180656433105
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,老師會一直在這裡支持你們，遇到問題我們一起想辦法。,信任,情緒：信任,0.8407490253448486,200,1,0,1,16,0.19,"Modifier：1
Idiom：0
DegreeHead：1
WordCount：16
Tension：0.19",1.3380708694458008,200,2.1788198947906494
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,妳如果願意多說一點，老師會很願意聽，也不會責怪妳。,信任,情緒：信任,0.8377940654754639,200,2,0,1,16,0.25,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：16
Tension：0.25",1.0298950672149658,200,1.8676891326904297
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,雖然這次考得不理想，但我知道你已經很努力了。,喜悅,情緒：喜悅,1.1464357376098633,200,1,0,1,13,0.23,"Modifier：1
Idiom：0
DegreeHead：1
WordCount：13
Tension：0.23",1.3359880447387695,200,2.482423782348633
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,你們每次的小觀察都有進步，老師都看在眼裡。,喜悅,情緒：喜悅,0.8378770351409912,200,0,0,0,15,0.0,"Modifier：0
Idiom：0
DegreeHead：0
WordCount：15
Tension：0.00",1.0345630645751953,200,1.8724400997161865
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,我們班的同學都有團隊精神，這次的報告我相信你們一定合作得很好。,信任,情緒：信任,1.1424357891082764,200,1,1,1,19,0.21,"Modifier：1
Idiom：1
DegreeHead：1
WordCount：19
Tension：0.21",0.9159119129180908,200,2.058347702026367
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,老師知道你不是故意忘記帶作業的，我相信你下次會記得。,信任,情緒：信任,0.9453840255737305,200,0,0,0,17,0.0,"Modifier：0
Idiom：0
DegreeHead：0
WordCount：17
Tension：0.00",1.0393028259277344,200,1.9846868515014648
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,雖然結果不一定完美，但我相信你做的每個決定都是經過思考的。,信任,情緒：信任,1.1444060802459717,200,2,0,0,19,0.11,"Modifier：2
Idiom：0
DegreeHead：0
WordCount：19
Tension：0.11",0.9550368785858154,200,2.099442958831787
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,妳總是很細心，這次的實驗我完全放心交給妳主導。,信任,情緒：信任,0.9179189205169678,200,2,0,1,15,0.27,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：15
Tension：0.27",1.030400037765503,200,1.9483189582824707
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,今天我們班全班交齊作業，第一次耶，我開心到請大家吃糖果！,喜悅,情緒：喜悅,0.6780459880828857,200,1,0,1,18,0.17,"Modifier：1
Idiom：0
DegreeHead：1
WordCount：18
Tension：0.17",1.1920599937438965,200,1.8701059818267822
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,剛剛收到家長的感謝卡，說孩子變得愛學習了，真的超級有成就感。,喜悅,情緒：喜悅,1.1477298736572266,200,1,0,1,18,0.17,"Modifier：1
Idiom：0
DegreeHead：1
WordCount：18
Tension：0.17",1.3415133953094482,200,2.489243268966675
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,小朋友在自然課做的環保小盆栽都活下來了，我真的好開心！,喜悅,情緒：喜悅,0.8410990238189697,200,2,0,1,16,0.25,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：16
Tension：0.25",1.338918924331665,200,2.1800179481506348
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,今天天氣好得不得了，下課還能跟孩子們在操場曬太陽。,喜悅,情緒：喜悅,0.7703959941864014,200,2,0,1,18,0.22,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：18
Tension：0.22",1.095249891281128,200,1.8656458854675293
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,小志終於學會用顯微鏡了，看到他興奮的樣子我也忍不住笑了出來。,喜悅,情緒：喜悅,0.8415281772613525,200,2,0,0,21,0.1,"Modifier：2
Idiom：0
DegreeHead：0
WordCount：21
Tension：0.10",0.9865701198577881,200,1.8280982971191406
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,校務會議提前結束，終於可以早點回家泡杯茶，好幸福～,喜悅,情緒：喜悅,1.0194721221923828,200,2,0,1,15,0.27,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：15
Tension：0.27",1.5063729286193848,200,2.5258450508117676
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,剛剛小莉悄悄塞了張畫給我，說「謝謝老師陪我長大」，好暖心。,喜悅,情緒：喜悅,0.8349318504333496,200,2,0,1,15,0.27,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：15
Tension：0.27",1.0345137119293213,200,1.869445562362671
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,我今天穿了學生送我的圍裙上課，大家還鼓掌說我好可愛，真開心。,喜悅,情緒：喜悅,1.145172119140625,200,2,0,1,19,0.21,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：19
Tension：0.21",1.0307738780975342,200,2.175945997238159
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,自己熬夜準備的自然課小遊戲，孩子們玩得好開心，真的值得。,喜悅,情緒：喜悅,0.8379511833190918,200,2,0,2,16,0.38,"Modifier：2
Idiom：0
DegreeHead：2
WordCount：16
Tension：0.38",1.3430571556091309,200,2.1810083389282227
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,喜悅,聽到孩子們在背後討論說「老師講課都不會無聊」，我整天都笑咪咪的。,喜悅,情緒：喜悅,0.834892988204956,200,2,0,1,16,0.25,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：16
Tension：0.25",1.0344738960266113,200,1.8693668842315674
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,下週我們要去植物園參觀，我已經開始想像你們看到真實蕨類植物時的反應了！,期待,情緒：期待,1.1447327136993408,200,1,0,0,22,0.05,"Modifier：1
Idiom：0
DegreeHead：0
WordCount：22
Tension：0.05",1.0301339626312256,200,2.1748666763305664
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,明天的太陽能小車比賽，我真的很期待你們的作品上場。,期待,情緒：期待,0.8384151458740234,200,0,0,1,14,0.14,"Modifier：0
Idiom：0
DegreeHead：1
WordCount：14
Tension：0.14",1.031062126159668,200,1.8694772720336914
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,我好希望這次大家都能勇敢舉手發問，讓課堂更熱鬧一點。,期待,情緒：期待,1.1465027332305908,200,3,0,2,18,0.39,"Modifier：3
Idiom：0
DegreeHead：2
WordCount：18
Tension：0.39",1.0286281108856201,200,2.175130844116211
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,妳上次畫的科學手抄報那麼漂亮，我很期待這次的成品！,期待,情緒：期待,0.7758121490478516,200,1,0,1,14,0.21,"Modifier：1
Idiom：0
DegreeHead：1
WordCount：14
Tension：0.21",0.9434070587158203,200,1.7192192077636719
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,一想到你們下學期就要開始接觸天文單元，我就覺得好興奮。,喜悅,情緒：喜悅,0.9928562641143799,200,0,0,1,15,0.13,"Modifier：0
Idiom：0
DegreeHead：1
WordCount：15
Tension：0.13",1.0300538539886475,200,2.0229101181030273
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,這次如果天氣好，我們就可以在戶外做實驗了，希望別下雨。,期待,情緒：期待,1.1485230922698975,200,1,0,0,16,0.06,"Modifier：1
Idiom：0
DegreeHead：0
WordCount：16
Tension：0.06",1.3395330905914307,200,2.488056182861328
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,妳最近這麼用功，我相信這次成果發表會表現得很棒。,信任,情緒：信任,1.144730806350708,200,2,0,2,18,0.33,"Modifier：2
Idiom：0
DegreeHead：2
WordCount：18
Tension：0.33",1.338545799255371,200,2.483276605606079
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,我們這週要開始孵小雞了，老師也跟你們一樣期待牠們破殼的樣子。,期待,情緒：期待,1.452042818069458,200,0,0,0,19,0.0,"Modifier：0
Idiom：0
DegreeHead：0
WordCount：19
Tension：0.00",1.3395299911499023,200,2.7915728092193604
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,每次你們的小組報告，我都會很期待看你們如何創意呈現。,期待,情緒：期待,1.051847219467163,200,2,0,1,16,0.25,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：16
Tension：0.25",1.003511905670166,200,2.055359125137329
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,期待,學期快結束了，我已經開始期待你們畢業時寫給老師的小卡片了。,期待,情緒：期待,1.228774070739746,200,0,0,0,20,0.0,"Modifier：0
Idiom：0
DegreeHead：0
WordCount：20
Tension：0.00",1.0749831199645996,200,2.3037571907043457
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,我擔心你們太匆忙操作，萬一燒杯打破了會受傷。,恐懼,情緒：恐懼,1.1470966339111328,200,2,0,1,16,0.25,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：16
Tension：0.25",0.9214010238647461,200,2.068497657775879
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,剛剛地震的時候，我真的很怕你們還在教室裡。,恐懼,情緒：恐懼,1.616321086883545,200,0,0,1,12,0.17,"Modifier：0
Idiom：0
DegreeHead：1
WordCount：12
Tension：0.17",0.8630270957946777,200,2.4793481826782227
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,每次看到你這樣獨自一個人不說話，我會擔心你是不是遇到什麼困難。,悲傷,情緒：悲傷,0.94976806640625,200,1,0,0,19,0.05,"Modifier：1
Idiom：0
DegreeHead：0
WordCount：19
Tension：0.05",0.8656656742095947,200,1.8154337406158447
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,有時候我會害怕自己沒教好，耽誤了你們的學習。,恐懼,情緒：恐懼,1.3133931159973145,200,0,0,0,14,0.0,"Modifier：0
Idiom：0
DegreeHead：0
WordCount：14
Tension：0.00",1.3406760692596436,200,2.654069185256958
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,天氣這麼熱，做戶外實驗我怕你們中暑。,恐懼,情緒：恐懼,1.1416900157928467,200,0,0,1,12,0.17,"Modifier：0
Idiom：0
DegreeHead：1
WordCount：12
Tension：0.17",1.030087947845459,200,2.1717779636383057
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,妳最近常常請假，老師有點擔心妳的身體是不是出了什麼狀況。,悲傷,情緒：悲傷,0.8744378089904785,200,1,0,1,16,0.25,"Modifier：1
Idiom：0
DegreeHead：1
WordCount：16
Tension：0.25",0.8938970565795898,200,1.7683348655700684
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,如果實驗出現失誤，我擔心會讓你們對科學失去興趣。,恐懼,情緒：恐懼,0.9392778873443604,200,0,0,0,15,0.0,"Modifier：0
Idiom：0
DegreeHead：0
WordCount：15
Tension：0.00",1.3389780521392822,200,2.2782559394836426
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,學校附近最近交通事故多，我每天都很怕你們上下學的安全。,恐懼,情緒：恐懼,1.1472923755645752,200,3,0,1,18,0.28,"Modifier：3
Idiom：0
DegreeHead：1
WordCount：18
Tension：0.28",1.336496114730835,200,2.48378849029541
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,妳說妳想一個人待著，老師有點擔心妳的情緒是不是出了問題。,悲傷,情緒：悲傷,1.1466941833496094,200,1,0,1,16,0.25,"Modifier：1
Idiom：0
DegreeHead：1
WordCount：16
Tension：0.25",1.2686200141906738,200,2.415314197540283
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,恐懼,有時候夜深人靜時，我會想：萬一我不再當老師了，還能陪著你們嗎？,悲傷,情緒：悲傷,0.7903392314910889,200,0,1,0,20,0.05,"Modifier：0
Idiom：1
DegreeHead：0
WordCount：20
Tension：0.05",1.151122808456421,200,1.9414620399475098
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,老是有家長臨時丟訊息要改接送，完全沒在考慮老師的困擾。,憤怒,情緒：憤怒,1.1437819004058838,200,2,0,2,17,0.35,"Modifier：2
Idiom：0
DegreeHead：2
WordCount：17
Tension：0.35",0.9376041889190674,200,2.081386089324951
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,有些孩子在教室亂丟垃圾，看了真的很倒胃口。,厭惡,情緒：厭惡,0.9323060512542725,200,2,0,1,12,0.33,"Modifier：2
Idiom：0
DegreeHead：1
WordCount：12
Tension：0.33",1.336989164352417,200,2.2692952156066895
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,學校行政有些規定不合邏輯，每次都讓我們現場老師收爛攤子。,憤怒,情緒：憤怒,1.1463689804077148,200,1,1,0,17,0.12,"Modifier：1
Idiom：1
DegreeHead：0
WordCount：17
Tension：0.12",1.0328879356384277,200,2.1792569160461426
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,午餐的魚一打開就是腥味，吃第一口就不想吃了。,厭惡,情緒：厭惡,1.1449511051177979,200,1,0,0,14,0.07,"Modifier：1
Idiom：0
DegreeHead：0
WordCount：14
Tension：0.07",1.338247299194336,200,2.483198404312134
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,每次課後會議開得又久又沒重點，真是浪費大家時間。,憤怒,情緒：憤怒,1.145207166671753,200,2,0,2,14,0.29,"Modifier：2
Idiom：0
DegreeHead：2
WordCount：14
Tension：0.29",1.2704148292541504,200,2.4156219959259033
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,學生抄答案還敢說是「互相幫忙」，這什麼歪理？,憤怒,情緒：憤怒,0.7882320880889893,200,1,0,0,12,0.08,"Modifier：1
Idiom：0
DegreeHead：0
WordCount：12
Tension：0.08",0.9671740531921387,200,1.755406141281128
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,教室冷氣壞了三天，維修人員還一副事不關己的樣子，真的受不了。,憤怒,情緒：憤怒,1.1525821685791016,200,1,1,1,19,0.21,"Modifier：1
Idiom：1
DegreeHead：1
WordCount：19
Tension：0.21",1.2134630680084229,200,2.3660452365875244
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,有些老師上課完全不控場，吵到隔壁班，我們還得收拾善後。,憤怒,情緒：憤怒,1.4541261196136475,200,0,0,0,17,0.0,"Modifier：0
Idiom：0
DegreeHead：0
WordCount：17
Tension：0.00",1.6470108032226562,200,3.1011369228363037
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,小考有人作弊還裝無辜，那副嘴臉真的讓人氣到不行。,憤怒,情緒：憤怒,0.8361830711364746,200,3,0,2,15,0.4,"Modifier：3
Idiom：0
DegreeHead：2
WordCount：15
Tension：0.40",1.335334062576294,200,2.1715171337127686
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,厭惡,明明跟校方反映過教具不夠，結果還是什麼都沒處理。,憤怒,情緒：憤怒,0.8404190540313721,200,0,0,0,15,0.0,"Modifier：0
Idiom：0
DegreeHead：0
WordCount：15
Tension：0.00",0.8843169212341309,200,1.724735975265503
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,今晚風好大，外面淋雨還是要送，心裡真的覺得挺難過的。,悲傷,情緒：悲傷,0.9875340461730957,200,3,0,2,19,0.37,"Modifier：3
Idiom：0
DegreeHead：2
WordCount：19
Tension：0.37",1.0270068645477295,200,2.014540910720825
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,有客人給差評，我都不知道哪裡做錯了，心裡怪怪的。,悲傷,情緒：悲傷,0.8375661373138428,200,2,0,0,15,0.13,"Modifier：2
Idiom：0
DegreeHead：0
WordCount：15
Tension：0.13",1.337993860244751,200,2.1755599975585938
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,看到那條街以前常來的攤位沒了，感覺這城市越來越冷清了。,悲傷,情緒：悲傷,1.1432640552520752,200,2,0,2,16,0.25,"Modifier：2
Idiom：0
DegreeHead：2
WordCount：16
Tension：0.25",1.3391737937927246,200,2.4824378490448
阿輝（男性，29歲，外送員，樂觀直率）,悲傷,工作這麼累，有時候也會想家裡，但又不能停下來。,悲傷,情緒：悲傷,0.8032031059265137,200,1,0,1,16,0.19,"Modifier：1
Idiom：0
DegreeHead：1
WordCount：16
Tension：0.19",1.3727970123291016,200,2.1760001182556152
